Scheme Code,Scheme Name,NAV,Date,Category
149852,Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan- Growth,12.7744,2026-02-24,Other
149853,Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option,12.7746,2026-02-24,Other
149854,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option,12.8534,2026-02-24,Other
149865,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan- Growth,13.1805,2026-02-24,Other
149864,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option,13.179,2026-02-24,Other
149862,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-Growth,13.0904,2026-02-24,Other
149866,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option,13.0944,2026-02-24,Other
151218,Kotak Nifty SDL Jul 2026 Index Fund Direct Plan Growth,12.5232,2026-02-24,Other
151219,Kotak Nifty SDL Jul 2026 Index Fund Direct Plan IDCW,12.0866,2026-02-24,Other
151216,Kotak Nifty SDL Jul 2026 Index Fund Regular Plan Growth,12.4405,2026-02-24,Other
151217,Kotak Nifty SDL Jul 2026 Index Fund Regular Plan IDCW,12.4407,2026-02-24,Other
151420,Kotak Nifty SDL Jul 2033 Index Fund Direct Plan Growth Option,12.6332,2026-02-24,Other
151418,Kotak Nifty SDL Jul 2033 Index Fund Direct Plan IDCW,12.2617,2026-02-24,Other
151417,Kotak Nifty SDL Jul 2033 Index Fund Regular Plan Growth Option,12.5432,2026-02-24,Other
151419,Kotak Nifty SDL Jul 2033 Index Fund Regular Plan IDCW,12.5432,2026-02-24,Other
150725,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - Growth,12.9254,2026-02-24,Other
150726,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - IDCW,12.9255,2026-02-24,Other
150723,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - Growth,12.8413,2026-02-24,Other
150724,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - IDCW,12.8372,2026-02-24,Other
153220,Kotak Nifty SmallCap 250 Index Fund - Direct - IDCW,10.407,2026-02-24,Other
153223,Kotak Nifty SmallCap 250 Index Fund- Direct - Growth,10.407,2026-02-24,Other
153221,Kotak Nifty SmallCap 250 Index Fund- Regular - Growth,10.353,2026-02-24,Other
153222,Kotak Nifty SmallCap 250 Index Fund- Regular - IDCW,10.353,2026-02-24,Other
151649,Kotak Nifty Smallcap 50 Index Fund - Direct Plan - Growth,19.579,2026-02-24,Other
151650,Kotak Nifty Smallcap 50 Index Fund - Direct Plan - IDCW,19.59,2026-02-24,Other
151647,Kotak Nifty Smallcap 50 Index Fund - Regular Plan - Growth,19.223,2026-02-24,Other
151648,Kotak Nifty Smallcap 50 Index Fund - Regular Plan - IDCW,19.223,2026-02-24,Other
153461,Kotak Nifty Top 10 Equal Weight Index Fund-Direct Plan-Growth,10.044,2026-02-24,Other
153462,Kotak Nifty Top 10 Equal Weight Index Fund-Direct Plan-IDCW-Payout and Reinvestment,10.044,2026-02-24,Other
153463,Kotak Nifty Top 10 Equal Weight Index Fund-Regular Plan-Growth,9.986,2026-02-24,Other
153464,Kotak Nifty Top 10 Equal Weight Index Fund-Regular Plan-IDCW Payout and Reinvestment,9.986,2026-02-24,Other
154145,Kotak Nifty200 Value 30 Index Fund - Direct - Growth,10.25,2026-02-24,Other
154146,Kotak Nifty200 Value 30 Index Fund - Direct - IDCW,10.25,2026-02-24,Other
154148,Kotak Nifty200 Value 30 Index Fund - Regular - Growth,10.249,2026-02-24,Other
154147,Kotak Nifty200 Value 30 Index Fund - Regular - IDCW,10.249,2026-02-24,Other
154032,Kotak Nifty500 Momentum 50 Index Fund - Direct Plan - Growth,9.945,2026-02-24,Other
154029,Kotak Nifty500 Momentum 50 Index Fund - Direct Plan - IDCW - Payout & Investment,9.945,2026-02-24,Other
154030,Kotak Nifty500 Momentum 50 Index Fund - Regular Plan - Growth,9.939,2026-02-24,Other
154031,Kotak Nifty500 Momentum 50 Index Fund - Regular Plan - IDCW - Payout & Reinvestment,9.939,2026-02-24,Other
120308,LIC MF BSE Sensex Index Fund-Direct Plan-Growth,167.124,2026-02-24,Other
120312,LIC MF BSE Sensex Index Fund-Direct Plan-IDCW,56.0291,2026-02-24,Other
101199,LIC MF BSE Sensex Index Fund-Regular Plan-Growth,155.421,2026-02-24,Other
101198,LIC MF BSE Sensex Index Fund-Regular Plan-IDCW,53.2716,2026-02-24,Other
120307,LIC MF Nifty 50 Index Fund-Direct Plan-Growth,153.3171,2026-02-24,Other
120309,LIC MF Nifty 50 Index Fund-Direct Plan-IDCW,56.4911,2026-02-24,Other
101201,LIC MF Nifty 50 Index Fund-Regular Plan-Growth,141.8174,2026-02-24,Other
101200,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,52.3161,2026-02-24,Other
151937,LIC MF Nifty Next 50 Index Fund-Direct Plan-Growth,56.8427,2026-02-24,Other
151938,LIC MF Nifty Next 50 Index Fund-Direct Plan-IDCW,56.8427,2026-02-24,Other
151935,LIC MF Nifty Next 50 Index Fund-Regular Plan-Growth,51.6495,2026-02-24,Other
151936,LIC MF Nifty Next 50 Index Fund-Regular Plan-IDCW,51.6495,2026-02-24,Other
150792,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Direct Plan - Growth,13.1883,2026-02-24,Other
150789,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Direct Plan - IDCW,13.1848,2026-02-24,Other
150790,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Regular Plan - Growth,13.0619,2026-02-24,Other
150791,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Regular Plan - IDCW,13.0628,2026-02-24,Other
153634,Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Direct Plan - Growth,10.3885,2026-02-24,Other
153635,Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Direct Plan - IDCW,10.3876,2026-02-24,Other
153636,Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Regular Plan - Growth,10.3754,2026-02-24,Other
153637,Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Regular Plan - IDCW,10.3756,2026-02-24,Other
152972,Mirae Asset Nifty 50 Index Fund - Direct Plan - Growth,10.6645,2026-02-24,Other
152973,Mirae Asset Nifty 50 Index Fund - Direct Plan - IDCW,10.6646,2026-02-24,Other
152974,Mirae Asset Nifty 50 Index Fund - Regular Plan - Growth,10.576,2026-02-24,Other
152975,Mirae Asset Nifty 50 Index Fund - Regular Plan - IDCW,10.5755,2026-02-24,Other
150788,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth,12.6662,2026-02-24,Other
150787,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - IDCW,12.6662,2026-02-24,Other
150786,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,12.5752,2026-02-24,Other
150785,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - IDCW,12.5755,2026-02-24,Other
152976,Mirae Asset Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth,10.5158,2026-02-24,Other
152977,Mirae Asset Nifty LargeMidcap 250 Index Fund - Direct Plan - IDCW,10.5167,2026-02-24,Other
152978,Mirae Asset Nifty LargeMidcap 250 Index Fund - Regular Plan - Growth,10.4251,2026-02-24,Other
152979,Mirae Asset Nifty LargeMidcap 250 Index Fund - Regular Plan - IDCW,10.4245,2026-02-24,Other
150359,Mirae Asset Nifty SDL Jun 2027 Index Fund - Direct Plan - IDCW,12.8581,2026-02-24,Other
150360,Mirae Asset Nifty SDL Jun 2027 Index Fund - Regular Plan - Growth,12.7765,2026-02-24,Other
150361,Mirae Asset Nifty SDL Jun 2027 Index Fund - Regular Plan - IDCW,12.7771,2026-02-24,Other
150358,Mirae Asset Nifty SDL Jun 2027 Index Fund -Direct Plan - Growth,12.8575,2026-02-24,Other
151691,Mirae Asset Nifty SDL June 2028 Index Fund - Direct Plan - Growth,12.5204,2026-02-24,Other
151692,Mirae Asset Nifty SDL June 2028 Index Fund - Direct Plan - IDCW,12.5204,2026-02-24,Other
151693,Mirae Asset Nifty SDL June 2028 Index Fund - Regular Plan - IDCW,12.3865,2026-02-24,Other
151694,Mirae Asset Nifty SDL June 2028 Index Fund -Regular Plan - Growth,12.3862,2026-02-24,Other
152968,Mirae Asset Nifty Total Market Index Fund - Direct Plan - Growth,10.419,2026-02-24,Other
152969,Mirae Asset Nifty Total Market Index Fund - Direct Plan - IDCW,10.4188,2026-02-24,Other
152970,Mirae Asset Nifty Total Market Index Fund - Regular Plan - Growth,10.3233,2026-02-24,Other
152971,Mirae Asset Nifty Total Market Index Fund - Regular Plan - IDCW,10.323,2026-02-24,Other
153596,Motilal Oswal BSE 1000 Index Fund - Direct Plan - Growth,10.0703,2026-02-24,Other
153597,Motilal Oswal BSE 1000 Index Fund - Regular Plan - Growth,10.0204,2026-02-24,Other
150518,Motilal Oswal BSE Enhanced Value Index Fund-Direct plan,30.2565,2026-02-24,Other
150519,Motilal Oswal BSE Enhanced Value Index Fund-Regular plan,29.5434,2026-02-24,Other
150443,Motilal Oswal BSE Financials ex Bank 30 Index Fund Direct Growth,18.4129,2026-02-24,Other
150444,Motilal Oswal BSE Financials ex Bank 30 Index Fund Regular Growth,17.9659,2026-02-24,Other
149919,Motilal Oswal BSE Low Volatility Index Fund-Direct plan,17.1886,2026-02-24,Other
149920,Motilal Oswal BSE Low Volatility Index Fund-Regular plan,16.756,2026-02-24,Other
150521,Motilal Oswal BSE Quality Index Fund-Direct plan,17.0884,2026-02-24,Other
150522,Motilal Oswal BSE Quality Index Fund-Regular plan,16.6808,2026-02-24,Other
149800,Motilal Oswal Nifty 200 Momentum 30 Index Fund-Direct Plan,15.7795,2026-02-24,Other
149799,Motilal Oswal Nifty 200 Momentum 30 Index Fund-Regular Plan,15.3557,2026-02-24,Other
147794,Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth,22.2873,2026-02-24,Other
147795,Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth,21.7331,2026-02-24,Other
147625,Motilal Oswal Nifty 500 Index Fund - Direct Plan,27.2997,2026-02-24,Other
147626,Motilal Oswal Nifty 500 Index Fund - Regular Plan,26.1396,2026-02-24,Other
152875,Motilal Oswal Nifty 500 Momentum 50 Index Fund-Direct Plan-Growth,8.1639,2026-02-24,Other
152876,Motilal Oswal Nifty 500 Momentum 50 Index Fund-Regular Plan-Growth,8.0835,2026-02-24,Other
147619,Motilal Oswal Nifty Bank Index - Regular Plan,21.6804,2026-02-24,Other
147620,Motilal Oswal Nifty Bank Index Fund - Direct Plan,22.6979,2026-02-24,Other
153138,Motilal Oswal Nifty Capital Market Index Fund - Direct Plan - Growth,11.1398,2026-02-24,Other
153137,Motilal Oswal Nifty Capital Market Index Fund - Regular Plan - Growth,11.0521,2026-02-24,Other
152712,Motilal Oswal Nifty India Defence Index Fund Direct Plan Growth,10.5838,2026-02-24,Other
152711,Motilal Oswal Nifty India Defence Index Fund Regular Plan Growth,10.4595,2026-02-24,Other
151814,Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,15.8928,2026-02-24,Other
151815,Motilal Oswal Nifty Microcap 250 Index Fund- Regular- Growth Option,15.6243,2026-02-24,Other
147622,Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan,39.6357,2026-02-24,Other
147621,Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan,37.8137,2026-02-24,Other
153027,Motilal Oswal Nifty MidSmall Financial Services Index Fund - Direct Plan- Growth,13.5675,2026-02-24,Other
153026,Motilal Oswal Nifty MidSmall Financial Services Index Fund-Regular Plan-Growth,13.4834,2026-02-24,Other
153023,Motilal Oswal Nifty MidSmall Healthcare Index Fund- Direct Plan-Growth,10.4082,2026-02-24,Other
153022,Motilal Oswal Nifty MidSmall Healthcare Index Fund-Regular Plan-Growth,10.345,2026-02-24,Other
153025,Motilal Oswal Nifty MidSmall India Consumption Index Fund - Direct Plan- Growth,9.5652,2026-02-24,Other
153024,Motilal Oswal Nifty MidSmall India Consumption Index Fund-Regular Plan-Growth,9.5063,2026-02-24,Other
153029,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund - Direct Plan- Growth,8.5556,2026-02-24,Other
153028,Motilal Oswal Nifty MidSmall IT and Telecom Index Fund-Regular Plan-Growth,8.5021,2026-02-24,Other
147796,Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth,24.9693,2026-02-24,Other
147797,Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth,23.9379,2026-02-24,Other
147624,Motilal Oswal Nifty Smallcap 250 Index - Regular Plan,34.3214,2026-02-24,Other
147623,Motilal Oswal Nifty Smallcap 250 Index Fund- Direct Plan,35.8934,2026-02-24,Other
148381,Motilal Oswal S&P 500 Index Fund - Direct Plan Growth,28.6528,2026-02-24,Other
148382,Motilal Oswal S&P 500 Index Fund - Regular Plan Growth,27.7023,2026-02-24,Other
152062,NAVI BSE SENSEX INDEX FUND - DIRECT PLAN - GROWTH,12.9193,2026-02-24,Other
152061,NAVI BSE SENSEX INDEX FUND - REGULAR PLAN - GROWTH,12.7,2026-02-24,Other
149039,Navi Nifty 50 Index Fund-Direct Plan-Growth,16.8602,2026-02-24,Other
149040,Navi Nifty 50 Index Fund-Regular Plan-Growth,16.7026,2026-02-24,Other
152751,NAVI NIFTY 500 MULTICAP 50-25-25 DIRECT PLAN,9.969,2026-02-24,Other
152750,NAVI NIFTY 500 MULTICAP 50-25-25 REGULAR PLAN,9.8613,2026-02-24,Other
149804,Navi Nifty Bank Index Fund- Direct Plan- Growth,16.0959,2026-02-24,Other
149805,Navi Nifty Bank Index Fund- Regular Plan- Growth,15.6313,2026-02-24,Other
150515,Navi Nifty India Manufacturing Index Fund- Direct Plan- Growth,18.9686,2026-02-24,Other
150516,Navi Nifty India Manufacturing Index Fund- Regular Plan- Growth,18.4554,2026-02-24,Other
149892,Navi Nifty Midcap 150 Index Fund Direct Plan- Growth,20.7087,2026-02-24,Other
149893,Navi Nifty Midcap 150 Index Fund Regular Plan- Growth,20.0206,2026-02-24,Other
154026,Navi Nifty Midsmall 400 Index Fund - Regular - Growth,10.0032,2026-02-24,Other
154027,Navi Nifty midsmallcap 400 Index Fund- Direct - Growth,10.0195,2026-02-24,Other
149447,Navi Nifty Next 50 Index Fund- Direct Plan- Growth,16.5647,2026-02-24,Other
149448,Navi Nifty Next 50 Index Fund- Regular Plan- Growth,16.2053,2026-02-24,Other
153362,Navi Nifty Smallcap 250 Momentum quality index fund- Direct Plan,10.6638,2026-02-24,Other
153363,Navi Nifty Smallcap 250 Momentum quality index fund- Regular Plan,10.5941,2026-02-24,Other
152535,Navi NiftyIT Index Fund - Direct Plan- Growth,9.3689,2026-02-24,Other
152536,Navi NiftyIT Index Fund - Regular Plan -Growth,9.2389,2026-02-24,Other
153565,Nippon India BSE Sensex Next 30 Index -Direct Plan - IDCW Payout,10.7037,2026-02-24,Other
153566,Nippon India BSE Sensex Next 30 Index Fund - Regular Plan-Growth Option,10.6791,2026-02-24,Other
153568,Nippon India BSE Sensex Next 30 Index Fund -Regular Plan- IDCW Payout,10.6791,2026-02-24,Other
153567,Nippon India BSE Sensex Next 30 Index Fund- Direct Plan- Growth Option,10.7037,2026-02-24,Other
152992,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Direct Plan - Growth Option,11.0331,2026-02-24,Other
152993,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Direct Plan - IDCW Option,11.0331,2026-02-24,Other
152994,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Regular Plan - Growth Option,11.0037,2026-02-24,Other
152995,Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Regular Plan - IDCW Option,11.0037,2026-02-24,Other
152996,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Direct Plan - Growth Option,11.0904,2026-02-24,Other
152997,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Direct Plan - IDCW Option,11.0904,2026-02-24,Other
152998,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Regular Plan - Growth Option,11.058,2026-02-24,Other
152999,Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Regular Plan - IDCW Option,11.058,2026-02-24,Other
113295,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - ANNUAL - IDCW Option,33.4308,2026-02-24,Other
118786,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - ANNUAL - IDCW Option,35.816,2026-02-24,Other
118788,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,35.7696,2026-02-24,Other
118790,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - QUARTERLY - IDCW Option,35.8186,2026-02-24,Other
118785,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option,45.0256,2026-02-24,Other
118791,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Growth Option,45.0256,2026-02-24,Other
113270,Nippon India Index Fund - BSE Sensex Plan - Growth Plan - Bonus Option,42.4131,2026-02-24,Other
113269,Nippon India Index Fund - BSE Sensex Plan - Growth Plan - Growth Option,42.4131,2026-02-24,Other
113294,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - HALF YEARLY - IDCW Option,33.4423,2026-02-24,Other
113271,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - QUARTERLY - IDCW Option,33.4349,2026-02-24,Other
113300,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - ANNUAL - IDCW Option,34.3349,2026-02-24,Other
118743,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - ANNUAL - IDCW Option,37.6121,2026-02-24,Other
118745,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,37.558,2026-02-24,Other
118740,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - QUARTERLY - IDCW Option,37.5494,2026-02-24,Other
118742,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Bonus Option,47.1399,2026-02-24,Other
118741,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option,47.1399,2026-02-24,Other
113297,Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Bonus Option,43.6814,2026-02-24,Other
113296,Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Growth Option,43.6814,2026-02-24,Other
113299,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - HALF YEARLY - IDCW Option,34.449,2026-02-24,Other
113298,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - QUARTERLY - IDCW Option,34.4477,2026-02-24,Other
148721,Nippon India Nifty 50 Value 20 Index Fund - Direct Plan - Growth Option,19.4421,2026-02-24,Other
148722,NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - DIRECT Plan - IDCW Option,19.4421,2026-02-24,Other
148720,NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - IDCW Option,18.9039,2026-02-24,Other
148719,Nippon India Nifty 50 Value 20 Index Fund - Regular Plan - Growth Option,18.9039,2026-02-24,Other
152842,Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan - Growth Option,9.1707,2026-02-24,Other
152839,Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan - IDCW Option,9.1707,2026-02-24,Other
152840,Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan - Growth Option,9.0984,2026-02-24,Other
152841,Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan - IDCW Option,9.0984,2026-02-24,Other
153474,Nippon India Nifty 500 Low Volatility 50 Index Fund - Direct Plan - Growth Option,11.1639,2026-02-24,Other
153473,Nippon India Nifty 500 Low Volatility 50 Index Fund - Direct Plan - IDCW Plan,11.1639,2026-02-24,Other
153476,Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Pan - IDCW Option,11.1137,2026-02-24,Other
153475,Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Plan - Growth Option,11.1137,2026-02-24,Other
152881,Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan - Growth Option,8.1985,2026-02-24,Other
152884,Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan - IDCW Option,8.1985,2026-02-24,Other
152883,Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan - Growth Option,8.1276,2026-02-24,Other
152882,Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan - IDCW Option,8.1276,2026-02-24,Other
153470,Nippon India Nifty 500 Quality 50 Index Fund - Direct Plan - Growth Option,10.3256,2026-02-24,Other
153471,Nippon India Nifty 500 Quality 50 Index Fund - Direct Plan - IDCW Option,10.3256,2026-02-24,Other
153472,Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan - Growth Option,10.2795,2026-02-24,Other
153469,Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan - IDCW Option,10.2795,2026-02-24,Other
150012,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - Growth Option,12.7238,2026-02-24,Other
150008,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - IDCW Option,12.3847,2026-02-24,Other
150011,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - Growth Option,12.6362,2026-02-24,Other
150009,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - IDCW Option,12.3239,2026-02-24,Other
150754,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-Growth Option,12.6922,2026-02-24,Other
150753,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-IDCW Option,12.6922,2026-02-24,Other
150752,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-Growth Option,12.6147,2026-02-24,Other
150755,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-IDCW Option,12.6147,2026-02-24,Other
150487,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth Option,16.6327,2026-02-24,Other
150488,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Option,16.6327,2026-02-24,Other
150490,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option,16.3027,2026-02-24,Other
150491,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Option,16.3027,2026-02-24,Other
153064,Nippon India Nifty Auto Index Fund - Direct Plan- Growth Option,11.947,2026-02-24,Other
153067,Nippon India Nifty Auto Index Fund - Direct Plan- IDCW Option,11.947,2026-02-24,Other
153066,Nippon India Nifty Auto Index Fund - Regular Plan- Growth Option,11.8706,2026-02-24,Other
153065,Nippon India Nifty Auto Index Fund - Regular Plan- IDCW Option,11.8706,2026-02-24,Other
152389,Nippon India Nifty Bank Index Fund - Direct Plan - Growth Option,13.178,2026-02-24,Other
152386,Nippon India Nifty Bank Index Fund - Direct Plan - IDCW Option,13.178,2026-02-24,Other
152387,Nippon India Nifty Bank Index Fund - Regular Plan - Growth Option,13.0216,2026-02-24,Other
152388,Nippon India Nifty Bank Index Fund - Regular Plan - IDCW Option,13.0216,2026-02-24,Other
150920,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Direct Plan-Growth Option,12.9744,2026-02-24,Other
150921,Nippon India Nifty G-Sec Jun 2036 Maturity Index fund-Direct Plan-IDCW Option,12.9744,2026-02-24,Other
150923,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-Growth Option,12.8834,2026-02-24,Other
150922,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-IDCW Option,12.8834,2026-02-24,Other
151440,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-Growth Option,12.7154,2026-02-24,Other
151442,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-IDCW Option,12.7154,2026-02-24,Other
151439,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-Growth Option,12.6508,2026-02-24,Other
151441,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-IDCW Option,12.6508,2026-02-24,Other
150906,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-Growth Option,12.6432,2026-02-24,Other
150907,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-IDCW Option,12.6432,2026-02-24,Other
150904,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-Growth Option,12.5594,2026-02-24,Other
150905,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-IDCW Option,12.5594,2026-02-24,Other
153807,Nippon India Nifty India Manufacturing Index - Direct Plan- IDCW Option,10.8763,2026-02-24,Other
153806,Nippon India Nifty India Manufacturing Index Fund- Direct Plan- Growth Option,10.8763,2026-02-24,Other
153808,Nippon India Nifty India Manufacturing Index- Regular Plan-IDCW Option,10.8465,2026-02-24,Other
153809,Nippon India Nifty India Manufacturing Index-Regular Plan-Growth Option,10.8465,2026-02-24,Other
152392,Nippon India Nifty IT Index Fund - Direct Plan - Growth Option,8.6072,2026-02-24,Other
152390,Nippon India Nifty IT Index Fund - Direct Plan - IDCW Option,8.6072,2026-02-24,Other
152391,Nippon India Nifty IT Index Fund - Regular Plan - Growth Option,8.5001,2026-02-24,Other
152393,Nippon India Nifty IT Index Fund - Regular Plan - IDCW Option,8.5001,2026-02-24,Other
148726,Nippon India Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,25.3072,2026-02-24,Other
148725,NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - DIRECT Plan - IDCW Option,25.3072,2026-02-24,Other
148724,NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - IDCW Option,24.6297,2026-02-24,Other
148723,Nippon India Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,24.6297,2026-02-24,Other
153060,Nippon India Nifty Realty Index Fund-Direct Plan- Growth Option,7.5891,2026-02-24,Other
153063,Nippon India Nifty Realty Index Fund-Direct Plan- IDCW Option,7.5891,2026-02-24,Other
153061,Nippon India Nifty Realty Index Fund-Regular Plan- Growth Option,7.5362,2026-02-24,Other
153062,Nippon India Nifty Realty Index Fund-Regular Plan- IDCW Option,7.5362,2026-02-24,Other
150824,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-Growth Option,12.8106,2026-02-24,Other
150826,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-IDCW Option,12.8106,2026-02-24,Other
150827,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan IDCW Option,12.7274,2026-02-24,Other
